"id" "reference_number" "species_number" "record" "passive_methods" "complementary_methods" "month_start" "year_start" "month_finish" "year_finish" "effort_months" "country" "state" "state_abbreviation" "municipality" "latitude" "longitude" "coordinate_precision" "altitude" "temperature" "precipitation"
"296" "amp1296" 1097 5 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Preto" -20.48972222 -43.68972222 "gms" 1336 17.46 1537
"297" "amp1297" 1097 5 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Preto" -20.48972222 -43.71 "gms" 1530 16.55 1594
"298" "amp1298" 1097 3 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Preto" -20.48 -43.57 "gms" 1305 17.3 1535
"299" "amp1299" 1097 4 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Preto" -20.46972222 -43.59 "gms" 1257 17.5 1522
"300" "amp1300" 1097 13 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Preto" -20.46972222 -43.6 "gms" 1187 17.83 1495
"301" "amp1301" 1097 2 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Preto" -20.51 -43.60972222 "gms" 1107 18.25 1464
"302" "amp1302" 1098 20 "co" NA NA 8 1993 2 1995 18 "Brazil" "Minas Gerais" "BR-MG" "Monte Belo" -21.405 -46.25388889 "gm" 894 19.69 1530
"303" "amp1303" 1099 25 "co" NA NA 11 1996 3 1998 16 "Brazil" "Minas Gerais" "BR-MG" "Tiradentes" -21.10111111 -44.17805556 "gm" 961 19.49 1446
"304" "amp1304" 1100 5 "ab" NA NA 8 2010 9 2011 13 "Brazil" "Minas Gerais" "BR-MG" "Belo Horizonte" -19.97611111 -43.97055556 "gms" 982 20.21 1563
"305" "amp1305" 1100 8 "ab" NA NA 8 2010 9 2011 13 "Brazil" "Minas Gerais" "BR-MG" "Belo Horizonte" -20.00083333 -44.02805556 "gms" 1001 20.13 1562
"306" "amp1306" 1100 5 "ab" NA NA 8 2010 9 2011 13 "Brazil" "Minas Gerais" "BR-MG" "Belo Horizonte" -19.97194444 -43.98638889 "gms" 943 20.54 1571
"307" "amp1307" 1100 2 "ab" NA NA 8 2010 9 2011 13 "Brazil" "Minas Gerais" "BR-MG" "Belo Horizonte" -19.9525 -43.92694444 "gms" 1010 20.04 1590
"308" "amp1308" 1100 4 "ab" NA NA 8 2010 9 2011 13 "Brazil" "Minas Gerais" "BR-MG" "Belo Horizonte" -19.95777778 -43.93555556 "gms" 996 20.17 1589
"309" "amp1309" 1100 10 "ab" NA NA 8 2010 9 2011 13 "Brazil" "Minas Gerais" "BR-MG" "Belo Horizonte" -19.99972222 -43.9975 "gms" 1028 19.88 1588
"310" "amp1310" 1101 4 "ab" "pt" NA 12 2010 5 2011 5 "Brazil" "Minas Gerais" "BR-MG" "Poços de Caldas" -21.85555556 -46.56527778 "gms" 1299 17.92 1688
"311" "amp1311" 1102 29 "co" NA NA 1 2015 3 2015 2 "Brazil" "Espírito Santo" "BR-ES" "Santa Teresa" -19.90833333 -40.55833333 NA 845 18.96 1341
"312" "amp1312" 1103 22 "co" "pt" NA 1 2008 2 2009 13 "Brazil" "Espírito Santo" "BR-ES" "Alfredo Chaves" -20.54833333 -40.80277778 "gm" 639 20.1 1244
"313" "amp1313" 1104 22 "co" NA NA 2 2004 12 2005 22 "Brazil" "Espírito Santo" "BR-ES" "Vitória" -20.16666667 -40.33333333 "gm" 328 21.97 1297
"314" "amp1314" 1105 22 "co" NA NA 12 2003 11 2004 11 "Brazil" "Espírito Santo" "BR-ES" "Marechal Floriano" -20.39138889 -40.845 "gms" 945 18.26 1304
"315" "amp1315" 1106 29 "ab" NA NA 9 2012 7 2013 10 "Brazil" "Espírito Santo" "BR-ES" "Santa Teresa" -19.90833333 -40.55833333 "gm" 845 18.96 1341
"316" "amp1316" 1107 12 "co" "pt" NA 1 2005 12 2005 11 "Brazil" "Espírito Santo" "BR-ES" "Vitória" -20.275 -40.30666667 NA 3 23.64 1276
"317" "amp1317" 1108 22 "co" NA NA 6 2013 5 2014 11 "Brazil" "Espírito Santo" "BR-ES" "São Roque do Canaã" -19.67361111 -40.73166667 "gms" 170 23.13 1200
"318" "amp1318" 1108 14 "co" NA NA 6 2013 5 2014 11 "Brazil" "Espírito Santo" "BR-ES" "São Roque do Canaã" -19.69694444 -40.62833333 "gms" 214 22.87 1229
"319" "amp1319" 1109 40 "co" NA NA 9 2004 10 2009 61 "Brazil" "Espírito Santo" "BR-ES" "Domingos Martins" -20.4 -41.01666667 "gm" 1543 15.15 1413
"320" "amp1320" 1109 41 "co" NA NA 9 2004 10 2009 61 "Brazil" "Espírito Santo" "BR-ES" "Castelo" -20.51666667 -41.01666667 "gm" 1149 17.14 1319
"321" "amp1321" 1110 13 "ab" NA NA 6 2009 2 2011 20 "Brazil" "Espírito Santo" "BR-ES" "Atílio Vivacqua" -21 -41.21666667 "gm" 792 19.37 1235
"322" "amp1322" 1111 19 "ab" NA NA NA 2012 NA 2014 NA "Brazil" "Espírito Santo" "BR-ES" "Presidente Kennedy" -21.21666667 -40.95 "gm" 4 23.34 1023
"323" "amp1323" 1111 22 "ab" NA NA NA 2012 NA 2014 NA "Brazil" "Espírito Santo" "BR-ES" "Guarapari" -20.6 -40.41666667 "gm" 3 23.46 1171
"324" "amp1324" 1111 4 "ab" NA NA NA 2012 NA 2014 NA "Brazil" "Espírito Santo" "BR-ES" "Linhares" -19.66666667 -39.88333333 "gm" 1 23.73 1268
"325" "amp1325" 1111 14 "ab" NA NA NA 2012 NA 2014 NA "Brazil" "Espírito Santo" "BR-ES" "Conceição da Barra" -18.61666667 -39.73333333 "gm" 1 NA NA
"326" "amp1326" 1111 11 "ab" NA NA NA 2012 NA 2014 NA "Brazil" "Espírito Santo" "BR-ES" "Conceição da Barra" -18.4 -39.7 "gm" 6 24.12 1328
"327" "amp1327" 1112 2 "ab" "ft" NA 6 2015 5 2016 11 "Brazil" "Espírito Santo" "BR-ES" "Linhares" -19.1125 -40.05083333 "gms" 61 23.58 1189
"328" "amp1328" 1113 5 "ab" NA NA 8 2005 8 2005 0 "Brazil" "Espírito Santo" "BR-ES" "Santa Teresa" -19.93333333 -40.58333333 "gm" 813 19.12 1325
"329" "amp1329" 1114 3 "ab" NA NA 11 2007 12 2007 1 "Brazil" "Espírito Santo" "BR-ES" "Afonso Cláudio" -20.06666667 -41.03333333 "gm" 920 18.7 1335
"330" "amp1330" 1115 34 "co" "pt" NA 2 2001 1 2002 11 "Brazil" "Espírito Santo" "BR-ES" "Cariacica" -20.28083333 -40.47694444 "gms" 216 22.41 1262
"331" "amp1331" 1116 41 "co" NA NA NA 1999 NA 2001 NA "Brazil" "Espírito Santo" "BR-ES" "Fundão" -19.91916667 -40.4725 NA 399 21.58 1275
"332" "amp1332" 1048 2 "co" NA NA 11 1999 3 2000 4 "Brazil" "Espírito Santo" "BR-ES" "São Mateus" -18.68333333 -39.75 "gm" 6 24.06 1216
"333" "amp1333" 1048 7 "co" NA NA 11 1999 3 2000 4 "Brazil" "Espírito Santo" "BR-ES" "Guarapari" -20.58333333 -40.45 "gm" 11 23.5 1216
"334" "amp1334" 1048 13 "co" NA NA 11 1999 3 2000 4 "Brazil" "Espírito Santo" "BR-ES" "Presidente Kennedy" -21.25 -40.96666667 "gm" 7 23.3 1028
"335" "amp1335" 1117 50 "ab" NA NA 8 2002 7 2004 23 "Brazil" "Espírito Santo" "BR-ES" "Santa Teresa" -19.98333333 -40.5375 "gms" 810 19.18 1328
"336" "amp1336" 1118 53 "co" NA "ae,tp" NA 1997 NA 2007 NA "Brazil" "Espírito Santo" "BR-ES" "Santa Teresa" -18.96666667 -40.533375 "gms" 210 23.18 1183
"337" "amp1337" 1118 22 "co" NA "ae,tp" 3 2006 5 2006 2 "Brazil" "Espírito Santo" "BR-ES" "Santa Teresa" -19.91678 -40.63356611 "gms" 878 18.78 1359
"338" "amp1338" 1118 29 "co" NA "ae,tp" 3 2006 5 2006 2 "Brazil" "Espírito Santo" "BR-ES" "Santa Teresa" -19.91682167 -40.58344889 "gms" 777 19.3 1324
"339" "amp1339" 1118 24 "co" NA "ae,tp" 3 2006 5 2006 2 "Brazil" "Espírito Santo" "BR-ES" "Santa Teresa" -19.90001472 -40.4835825 "gms" 564 20.59 1309
"340" "amp1340" 1119 6 "ab" NA NA 1 1998 12 1998 11 "Brazil" "Espírito Santo" "BR-ES" "Linhares" -19.59444444 -39.83472222 "gm" 5 23.73 1263
"341" "amp1341" 1120 31 "co" NA "in" 12 2008 10 2011 34 "Brazil" "Espírito Santo" "BR-ES" "Castelo" -20.52222222 -41.10833333 "gms" 1795 13.95 1448
"342" "amp1342" 1121 4 "co" NA NA 8 2002 7 2003 11 "Brazil" "Espírito Santo" "BR-ES" "Itarana" -19.9025 -40.82416667 "gms" 707 20 1308
"343" "amp1343" 1122 33 "ab" NA NA 2 2005 7 2006 17 "Brazil" "Espírito Santo" "BR-ES" "Santa Teresa" -19.90833333 -40.55833333 NA 845 18.96 1341
"344" "amp1344" 1123 21 "co" NA NA 1 2000 11 2004 58 "Brazil" "Espírito Santo" "BR-ES" "Anchiera" -20.76666667 -40.58333333 "gm" 14 23.39 1140
"345" "amp1345" 1124 26 "co" NA NA 11 2001 3 2002 4 "Brazil" "Espírito Santo" "BR-ES" "Linhares" -19.11666667 -39.76666667 "gm" 5 23.85 1241
"346" "amp1346" 1125 37 "ab" NA NA 11 2000 3 2001 4 "Brazil" "Espírito Santo" "BR-ES" "Linhares" -19.46666667 -39.9 "gm" 18 23.51 1246
"347" "amp1347" 1126 39 "co" "pt" NA 5 2007 4 2008 11 "Brazil" "Espírito Santo" "BR-ES" "Alto Alegre" -20.28111111 -40.52194444 "gms" 578 20.43 1294
"348" "amp1348" 1127 31 "co" "pt" NA 12 2008 11 2009 11 "Brazil" "Espírito Santo" "BR-ES" "Serra" -20.10194444 -40.18222222 "gms" 14 23.52 1229
"349" "amp1349" 1128 20 "co" NA NA 6 2010 2 2011 8 "Brazil" "Espírito Santo" "BR-ES" "Santa Teresa" -19.93694444 -40.585 "gms" 681 19.79 1317
"350" "amp1350" 1129 19 "co" NA NA 7 1999 7 2000 12 "Brazil" "Rio de Janeiro" "BR-RJ" "Saquarema" -22.84666667 -42.45444444 "gms" 56 22.74 1123
"351" "amp1351" 1130 16 "co" "pt" "ae" 5 2005 6 2005 1 "Brazil" "Rio de Janeiro" "BR-RJ" "Casimiro de Abreu" -22.55 -42.01666667 "gm" 89 22.58 1200
"352" "amp1352" 1131 20 "co" "pt" "ae" 9 2006 9 2006 0 "Brazil" "Rio de Janeiro" "BR-RJ" "Cambuci" -21.48333333 -41.86666667 "gm" 778 19.3 1291
"353" "amp1353" 1132 76 "co" "pt" "ae" 9 2004 2 2014 113 "Brazil" "Rio de Janeiro" "BR-RJ" "Cachoeiras de Macacu" -22.4 -42.73333333 "gm" 411 20.63 1331
"354" "amp1354" 1133 15 "co" NA NA 12 2009 11 2010 11 "Brazil" "Rio de Janeiro" "BR-RJ" "São João da Barra" -21.73666667 -41.02888889 "gm" 4 23.65 1031
"355" "amp1355" 1134 32 "co" NA NA 3 2009 1 2011 22 "Brazil" "Rio de Janeiro" "BR-RJ" "Angra dos Reis" -23.1425 -44.17222222 "gms" 93 22.61 1591
"356" "amp1356" 1134 26 "co" NA NA 3 2009 1 2011 22 "Brazil" "Rio de Janeiro" "BR-RJ" "Mangaratiba" -23.07305556 -43.97 "gms" 404 20.93 1450
"357" "amp1357" 1134 13 "co" NA NA 3 2009 1 2011 22 "Brazil" "Rio de Janeiro" "BR-RJ" "Mangaratiba" -22.93361111 -43.88333333 "gms" 53 23.06 1396
"358" "amp1358" 1134 7 "co" NA NA 3 2009 1 2011 22 "Brazil" "Rio de Janeiro" "BR-RJ" "Angra dos Reis" -23.0425 -44.36722222 "gms" 19 NA NA
"359" "amp1359" 1134 4 "co" NA NA 3 2009 1 2011 22 "Brazil" "Rio de Janeiro" "BR-RJ" "Mangaratiba" -23.00027778 -43.92888889 "gms" 72 22.93 1422
"360" "amp1360" 1134 5 "co" NA NA 3 2009 1 2011 22 "Brazil" "Rio de Janeiro" "BR-RJ" "Angra dos Reis" -22.99111111 -44.41166667 "gms" 11 NA NA
"361" "amp1361" 1134 1 "co" NA NA 3 2009 1 2011 22 "Brazil" "Rio de Janeiro" "BR-RJ" "Niterói" -22.98388889 -43.06583333 "gms" 5 NA NA
"362" "amp1362" 1135 6 "co" NA NA 10 1998 9 2000 23 "Brazil" "Rio de Janeiro" "BR-RJ" "Angra dos Reis" -23.18333333 -44.2 "gm" 147 22.21 1610
"363" "amp1363" 1102 25 "co" NA NA 1 2015 3 2015 2 "Brazil" "Rio de Janeiro" "BR-RJ" "Teresópolis" -22.45722222 -43.01944444 NA 1950 12.69 1841
"364" "amp1364" 1136 26 "co" NA NA 2 2010 4 2012 26 "Brazil" "Rio de Janeiro" "BR-RJ" "Soropédia" -22.73083333 -43.70805556 "gm" 43 23.22 1453
"365" "amp1365" 1137 12 "co" NA NA 10 2007 9 2009 23 "Brazil" "Rio de Janeiro" "BR-RJ" "Angra dos Reis" -23.18583333 -44.20166667 "gms" 132 22.3 1608
"366" "amp1366" 1138 41 "co" NA NA 5 1997 9 2006 112 "Brazil" "Rio de Janeiro" "BR-RJ" "Mangaratiba" -22.99138889 -44.10027778 "gms" 147 22.44 1578
"367" "amp1367" 1139 32 "ab" NA "ae" 2 2008 10 2010 32 "Brazil" "Rio de Janeiro" "BR-RJ" "Nova Friburgo" -22.37 -42.55416667 "gms" 1171 16.43 1457
"368" "amp1368" 1140 36 "co" NA NA NA 2003 NA 2006 NA "Brazil" "Rio de Janeiro" "BR-RJ" "Rio das Ostras" -22.42638889 -42.03444444 NA 52 22.78 1196
"369" "amp1369" 1141 36 "ab" "ft" NA 4 2009 12 2013 56 "Brazil" "Rio de Janeiro" "BR-RJ" "Mendes" -22.5125 -43.75444444 "gms" 511 20.31 1409
"370" "amp1370" 1142 14 "co" "pt" NA NA 2009 NA 2013 NA "Brazil" "Rio de Janeiro" "BR-RJ" "Teresópolis" -22.45722222 -43.01944444 "gms" 1950 12.69 1841
"371" "amp1371" 1143 11 "ab" "pt" NA 11 2006 9 2007 10 "Brazil" "Rio de Janeiro" "BR-RJ" "Rio das Ostras" -22.42138889 -42.02555556 NA 48 22.81 1197
"372" "amp1372" 1143 12 "ab" "pt" NA 11 2006 9 2007 10 "Brazil" "Rio de Janeiro" "BR-RJ" "Rio das Ostras" -22.41944444 -42.01944444 NA 43 22.84 1199
"373" "amp1373" 1144 19 "ab" NA NA 1 2008 3 2009 14 "Brazil" "Rio de Janeiro" "BR-RJ" "Angra dos Reis" -23.15444444 -44.19611111 "gms" 781 18.61 1632
"374" "amp1374" 1145 69 "co" NA NA NA NA NA NA NA "Brazil" "Rio de Janeiro" "BR-RJ" "Rio de Janeiro" -22.95833333 -43.28138889 NA 531 20.23 1397
"375" "amp1375" 1146 32 "co" NA NA NA 1963 NA 1990 NA "Brazil" "Rio de Janeiro" "BR-RJ" "Seropédica" -22.725 -43.725 "gms" 48 23.19 1456
"376" "amp1376" 1147 21 "co" "pt" NA NA NA NA NA NA "Brazil" "Rio de Janeiro" "BR-RJ" "Angra dos Reis" -22.88333333 -44.23333333 "gm" 631 19.5 1510
"377" "amp1377" 1148 18 "co" "pt" "ae" 7 2008 12 2009 17 "Brazil" "Rio de Janeiro" "BR-RJ" "Iguaba Grande" -22.84916667 -42.19166667 "gms" 19 22.88 1128
"378" "amp1378" 1149 44 "co" NA NA 1 2011 12 2012 23 "Brazil" "Rio de Janeiro" "BR-RJ" "Maricá" -22.88222222 -42.68444444 "gms" 262 21.64 1118
"379" "amp1379" 1150 28 "co" NA NA 1 2010 10 2010 9 "Brazil" "Rio de Janeiro" "BR-RJ" "Itaguaí" -22.90194444 -43.8925 "gms" 184 22.27 1446
"380" "amp1380" 1151 44 "ab" "pt,ft" "ae" NA 2006 NA 2010 NA "Brazil" "Rio de Janeiro" "BR-RJ" "Rio de Janeiro" -22.82694444 -43.50444444 "gms" 302 21.7 1546
"381" "amp1381" 1152 5 "ab" NA NA 8 2008 7 2010 23 "Brazil" "Rio de Janeiro" "BR-RJ" "Niterói" -22.9775 -43.0275 "gms" 37 23.08 1001
"382" "amp1382" 1153 21 "co" "pt" NA NA 2002 NA 2014 NA "Brazil" "Rio de Janeiro" "BR-RJ" "Rio de Janeiro" -22.9975 -43.37083333 "utm" 6 23.56 1222
"383" "amp1383" 1153 18 "co" "pt" NA NA 2002 NA 2014 NA "Brazil" "Rio de Janeiro" "BR-RJ" "Rio de Janeiro" -23.03944444 -43.50666667 "utm" 129 22.62 1257
"384" "amp1384" 1153 45 "co" "pt" NA NA 2002 NA 2014 NA "Brazil" "Rio de Janeiro" "BR-RJ" "Rio de Janeiro" -22.82527778 -43.49861111 "utm" 259 21.98 1551
"385" "amp1385" 1154 44 "co" NA NA 7 2008 6 2010 23 "Brazil" "Rio de Janeiro" "BR-RJ" "Niterói" -22.9775 -43.0275 "gm" 37 23.08 1001
"386" "amp1386" 1155 10 "ab" NA NA 1 1997 5 1997 4 "Brazil" "Rio de Janeiro" "BR-RJ" "Angra dos Reis" -23.18333333 -44.2 "gm" 147 22.21 1610
"387" "amp1387" 1156 12 "ab" "pt" NA 10 2004 11 2004 1 "Brazil" "Rio de Janeiro" "BR-RJ" "Cachoeiras de Macacu" -22.4 -42.73333333 "gm" 411 20.63 1331
"388" "amp1388" 1048 8 "co" NA NA 11 1999 3 2000 4 "Brazil" "Rio de Janeiro" "BR-RJ" "São João da Barra" -21.73333333 -41.03333333 "gm" 5 23.65 1043
"389" "amp1389" 1048 7 "co" NA NA 11 1999 3 2000 4 "Brazil" "Rio de Janeiro" "BR-RJ" "Carapebus" -22.28333333 -41.68333333 "gm" 11 23.21 1212
"390" "amp1390" 1048 5 "co" NA NA 11 1999 3 2000 4 "Brazil" "Rio de Janeiro" "BR-RJ" "Araruama" -22.93333333 -42.2 "gm" 3 22.9 1099
"391" "amp1391" 1048 5 "co" NA NA 11 1999 3 2000 4 "Brazil" "Rio de Janeiro" "BR-RJ" "Maricá" -22.95 -42.83333333 "gm" 7 23.07 1028
"392" "amp1392" 1048 2 "co" NA NA 11 1999 3 2000 4 "Brazil" "Rio de Janeiro" "BR-RJ" "Rio de Janeiro" -23.05 -43.53333333 "gm" 0 NA NA
"393" "amp1393" 1157 25 "co" NA NA 7 1995 NA NA NA "Brazil" "Rio de Janeiro" "BR-RJ" "Angra dos Reis" -23.18194444 -44.21361111 "gms" 433 20.57 1631
"394" "amp1394" 1158 16 "ab" "pt" NA 9 2004 10 2004 1 "Brazil" "Rio de Janeiro" "BR-RJ" "Guapimirim" -22.48333333 -42.91666667 "gm" 279 21.33 1441
"395" "amp1395" 1159 6 "ab" "pt" NA 8 2005 8 2005 0 "Brazil" "Rio de Janeiro" "BR-RJ" "Mangaratiba" -22.98333333 -44.1 "gm" 352 21.24 1508
"396" "amp1396" 1160 50 "co" NA NA 9 2006 10 2008 25 "Brazil" "Rio de Janeiro" "BR-RJ" "Duque de Caxias" -22.58333333 -43.23333333 "gm" 501 20.21 1651
"397" "amp1397" 1161 23 "ab" "pt" NA 12 2009 11 2010 11 "Brazil" "Rio de Janeiro" "BR-RJ" "Mangaratiba e Itaguaí" -22.90194444 -43.89277778 "gms" 184 22.27 1446
"398" "amp1398" 1162 24 "co" NA NA 4 2002 4 2008 72 "Brazil" "Rio de Janeiro" "BR-RJ" "Mangaratiba" -23.06166667 -43.96527778 "gms" 262 21.85 1432
"399" "amp1399" 1163 40 "co" NA NA 11 1983 NA NA NA "Brazil" "Rio de Janeiro" "BR-RJ" "Guapimirim" -22.57611111 -43.02444444 "gms" 73 22.56 1445
"400" "amp1400" 1164 9 "ab" NA NA 5 1985 5 1986 12 "Brazil" "Rio de Janeiro" "BR-RJ" "Maricá" -22.9625 -42.87777778 "gms" 7 23.16 1016
"401" "amp1401" 1165 16 "ab" "pt" "ae" 10 2006 11 2006 1 "Brazil" "Rio de Janeiro" "BR-RJ" "Cachoeiras de Macacu" -22.41666667 -42.58333333 "gm" 739 18.73 1304
"402" "amp1402" 1166 13 "ab" "pt" "ae" 5 2006 6 2006 1 "Brazil" "Rio de Janeiro" "BR-RJ" "Santa Maria Madalena, São Fidélis e Campos dos Goytacazes" -21.86666667 -41.9 "gm" 1372 15.73 1412
"403" "amp1403" 1167 31 "ab" NA "ae" 3 2008 3 2010 24 "Brazil" "Rio de Janeiro" "BR-RJ" "Nova Friburgo" -22.36944444 -42.55694444 "gms" 1171 16.43 1457
"404" "amp1404" 1167 9 "ab" NA "ae" 3 2008 3 2010 24 "Brazil" "Rio de Janeiro" "BR-RJ" "Nova Friburgo" -22.35944444 -42.57083333 "gms" 1461 14.97 1599
"405" "amp1405" 1168 16 "ab" NA NA 3 2007 11 2008 20 "Brazil" "Rio de Janeiro" "BR-RJ" "Teresópolis" -22.45027778 -42.98805556 "gm" 1115 16.89 1733
"406" "amp1406" 1169 22 "co" NA "ae" 5 2009 12 2010 19 "Brazil" "Rio de Janeiro" "BR-RJ" "Rio de Janeiro" -23.04777778 -43.52666667 "gms" 14 23.29 1232
"407" "amp1407" 1170 10 "co" "pt" NA NA NA NA NA NA "Brazil" "Rio de Janeiro" "BR-RJ" "Carapebus" -22.28333333 -41.68333333 NA 11 23.21 1212
"408" "amp1408" 1171 8 "ab" NA NA 8 1996 10 1997 14 "Brazil" "Rio de Janeiro" "BR-RJ" "Angra dos Reis" -23.18333333 -44.21666667 "gm" 601 19.57 1638
"409" "amp1409" 1172 30 "co" "pt" "ae" 9 2004 10 2004 1 "Brazil" "Rio de Janeiro" "BR-RJ" "Guapirim e Cachoeiras de Macacu" -22.49333333 -42.90527778 "gm" 92 22.41 1384
"410" "amp1410" 1173 27 "ab" NA NA 1 2011 1 2012 12 "Brazil" "São Paulo" "BR-SP" "São Miguel Arcanjo" -24.05305556 -48.01361111 "gms" 721 18.07 1328
"411" "amp1411" 1174 14 "ab" "pt" "ae" 7 2005 6 2006 11 "Brazil" "São Paulo" "BR-SP" "Ubatuba" -23.53944444 -45.05777778 "gm" 219 21.04 2506
"412" "amp1412" 1175 10 "co" NA NA 11 1984 4 1986 17 "Brazil" "São Paulo" "BR-SP" "Cabreúva" -23.35 -47.06666667 "gms" 682 18.86 1321
"413" "amp1413" 1176 53 "co" NA NA 4 2001 5 2006 61 "Brazil" "São Paulo" "BR-SP" "Pilar do Sul" -23.94694444 -47.67666667 "gms" 873 17.17 1620
"414" "amp1414" 1177 24 "co" NA "ae" 8 2006 1 2007 5 "Brazil" "São Paulo" "BR-SP" "Pedregulho" -20.24055556 -47.4575 "gms" 852 20.58 1550
"415" "amp1415" 1178 30 "co" NA "ae" 10 2009 12 2009 2 "Brazil" "São Paulo" "BR-SP" "Iporanga" -24.32861111 -48.59166667 "gms" 949 17.05 1424
"416" "amp1416" 1178 22 "co" NA "ae" 10 2009 12 2009 2 "Brazil" "São Paulo" "BR-SP" "Iporanga" -24.32833333 -48.50972222 "gms" 724 18.33 1393
"417" "amp1417" 1178 32 "co" NA "ae" 10 2009 12 2009 2 "Brazil" "São Paulo" "BR-SP" "Iporanga" -24.42694444 -48.59 "gms" 744 18.3 1430
"418" "amp1418" 1178 14 "co" NA "ae" 10 2009 12 2009 2 "Brazil" "São Paulo" "BR-SP" "Iporanga" -24.49194444 -48.56388889 "gms" 165 21.98 1431
"419" "amp1419" 1178 17 "co" NA "ae" 10 2009 12 2009 2 "Brazil" "São Paulo" "BR-SP" "Iporanga" -24.54611111 -48.67777778 "gms" 241 21.49 1381
"420" "amp1420" 1178 17 "co" NA "ae" 10 2009 12 2009 2 "Brazil" "São Paulo" "BR-SP" "Iporanga" -24.51166667 -48.69944444 "gms" 656 18.91 1397
"421" "amp1421" 1179 4 "co" "pt" "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.59666667 -50.36666667 "gms" 551 20.67 1205
"422" "amp1422" 1179 4 "co" "pt" "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.60111111 -50.39055556 "gms" 581 20.55 1215
"423" "amp1423" 1179 2 "co" "pt" "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.5875 -50.37666667 "gms" 589 20.51 1215
"424" "amp1424" 1179 5 "co" "pt" "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.57833333 -50.36833333 "gms" 549 20.72 1207
"425" "amp1425" 1179 5 "co" "pt" "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.57222222 -50.37805556 "gms" 559 20.7 1214
"426" "amp1426" 1179 3 "co" "pt" "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.5675 -50.38472222 "gms" 581 20.62 1219
"427" "amp1427" 1179 13 "co" NA "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.59555556 -50.36527778 "gms" 535 20.77 1204
"428" "amp1428" 1179 4 "co" NA "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.59722222 -50.37083333 "gms" 551 20.67 1205
"429" "amp1429" 1179 7 "co" NA "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.5975 -50.37166667 "gms" 551 20.67 1205
"430" "amp1430" 1179 14 "co" NA "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.57666667 -50.3675 "gms" 549 20.72 1207
"431" "amp1431" 1179 5 "co" NA "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.57222222 -50.37777778 "gms" 559 20.7 1214
"432" "amp1432" 1179 3 "co" NA "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.59888889 -50.39305556 "gms" 585 20.58 1216
"433" "amp1433" 1179 10 "co" NA "ae" 9 2007 3 2008 6 "Brazil" "São Paulo" "BR-SP" "Assis" -22.59611111 -50.39638889 "gms" 585 20.58 1216
"434" "amp1434" 1180 3 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.41333333 -48.37527778 "gms" 750 19.12 1231
"435" "amp1435" 1180 4 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.41111111 -48.38111111 "gms" 750 19.12 1231
"436" "amp1436" 1180 3 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.40111111 -48.3825 "gms" 720 19.28 1224
"437" "amp1437" 1180 1 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.39972222 -48.37722222 "gms" 705 19.35 1225
"438" "amp1438" 1180 1 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.39666667 -48.36861111 "gms" 688 19.44 1219
"439" "amp1439" 1180 2 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.40611111 -48.34583333 "gms" 701 19.29 1223
"440" "amp1440" 1180 2 "co" "pt" "ae" 10 2008 3 2009 5 "Brazil" "São Paulo" "BR-SP" "Angatuba" -23.40916667 -48.34944444 "gms" 691 19.37 1221
