"id" "reference_number" "species_number" "record" "passive_methods" "complementary_methods" "month_start" "year_start" "month_finish" "year_finish" "effort_months" "country" "state" "state_abbreviation" "municipality" "latitude" "longitude" "coordinate_precision" "altitude" "temperature" "precipitation"
"147" "amp1147" 1042 2 "ab" NA NA 5 NA 12 NA NA "Brazil" "Bahia" "BR-BA" "Catu" -12.28 -38.39472222 NA 156 23.73 1374
"148" "amp1148" 1043 24 "co" NA NA 4 2001 12 2001 8 "Brazil" "Bahia" "BR-BA" "Mata de São João" -12.56694444 -38.03666667 NA 25 24.82 1686
"149" "amp1149" 1043 24 "co" NA NA 3 2001 11 2001 8 "Brazil" "Bahia" "BR-BA" "Santa Terezinha e Elísio Medrado" -12.84055556 -39.48166667 NA 536 21 872
"150" "amp1150" 1044 29 "co" "pt" NA 1 2013 2 2013 1 "Brazil" "Bahia" "BR-BA" "Palmeiras" -12.54277778 -41.48166667 "gms" 1049 19.88 873
"151" "amp1151" 1045 12 "ab" "pt" NA 1 2011 12 2011 11 "Brazil" "Bahia" "BR-BA" "Ilhéus" -14.74222222 -39.10555556 "gms" 48 24.48 1915
"152" "amp1152" 1045 2 "ab" "pt" NA 1 2011 12 2011 11 "Brazil" "Bahia" "BR-BA" "Itambé" -15.18277778 -40.34111111 "gms" 322 23.11 894
"153" "amp1153" 1045 16 "ab" "pt" NA 1 2011 12 2011 11 "Brazil" "Bahia" "BR-BA" "Valença" -13.34222222 -39.19527778 "gms" 168 23.33 1908
"154" "amp1154" 1045 11 "ab" "pt" NA 1 2011 12 2011 11 "Brazil" "Bahia" "BR-BA" "Ubaíra" -13.12194444 -39.65944444 "gms" 814 19.21 1060
"155" "amp1155" 1045 6 "ab" "pt" NA 1 2011 12 2011 11 "Brazil" "Bahia" "BR-BA" "Nilo Peçanha" -13.64944444 -39.21027778 "gms" 132 23.54 1980
"156" "amp1156" 1045 7 "ab" "pt" NA 1 2011 12 2011 11 "Brazil" "Bahia" "BR-BA" "Wenceslau Guimarães" -13.55388889 -39.70194444 "gms" 474 21.13 1453
"157" "amp1157" 1045 11 "ab" "pt" NA 1 2011 12 2011 11 "Brazil" "Bahia" "BR-BA" "Camamu" -14.01416667 -39.18222222 "gms" 160 23.49 2149
"158" "amp1158" 1045 9 "ab" "pt" NA 1 2011 12 2011 11 "Brazil" "Bahia" "BR-BA" "Jaguaripe" -13.19555556 -39.02388889 "gms" 65 24.09 1904
"159" "amp1159" 1046 15 "co" NA NA 12 2012 11 2013 11 "Brazil" "Bahia" "BR-BA" "Vitória da Conquista" -14.89277778 -40.8025 "gms" 859 20.09 780
"160" "amp1160" 1046 9 "co" NA NA 12 2012 11 2013 11 "Brazil" "Bahia" "BR-BA" "Vitória da Conquista" -14.87 -40.82472222 "gms" 892 19.98 781
"161" "amp1161" 1046 6 "co" NA NA 12 2012 11 2013 11 "Brazil" "Bahia" "BR-BA" "Vitória da Conquista" -14.85527778 -40.87027778 "gms" 904 20.04 773
"162" "amp1162" 1047 12 "co" NA NA 8 2011 7 2012 11 "Brazil" "Bahia" "BR-BA" "Itapetinga" -15.20388889 -40.20277778 "gms" 296 23.16 888
"163" "amp1163" 1048 8 "co" NA NA 11 1999 3 2000 4 "Brazil" "Bahia" "BR-BA" "Porto Seguro" -16.65138889 -39.09666667 "gm" 3 NA NA
"164" "amp1164" 1048 5 "co" NA NA 11 1999 3 2000 4 "Brazil" "Bahia" "BR-BA" "Prado" -17.29972222 -39.22222222 "gm" 7 NA NA
"165" "amp1165" 1049 32 "co" "pt" NA 11 2009 2 2012 27 "Brazil" "Bahia" "BR-BA" "Jequié" -13.94472222 -40.10916667 "gms" 629 20.65 826
"166" "amp1166" 1050 18 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Cairu" -13.52527778 -39.03527778 "gm" 47 24.24 2183
"167" "amp1167" 1050 23 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Nilo Peçanha" -13.70083333 -39.23277778 "gm" 232 22.96 1982
"168" "amp1168" 1050 19 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Wenceslau Guimarães" -13.57861111 -39.70666667 "gm" 473 21.14 1497
"169" "amp1169" 1050 32 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Camamu" -14.01777778 -39.14333333 "gm" 115 23.78 2215
"170" "amp1170" 1050 24 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Ibirapitanga" -13.9525 -39.45111111 "gm" 318 22.38 1711
"171" "amp1171" 1050 20 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Itamari" -13.86444444 -39.67277778 "gm" 625 20.48 1542
"172" "amp1172" 1050 17 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Uruçuca" -14.42388889 -39.06055556 "gm" 104 24 2046
"173" "amp1173" 1050 18 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Una" -15.16638889 -39.05944444 "gm" 64 24.11 1827
"174" "amp1174" 1050 16 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Arataca" -15.2275 -39.38361111 "gm" 326 22.54 1493
"175" "amp1175" 1050 24 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Jussari" -15.15527778 -39.52694444 "gm" 297 22.97 1285
"176" "amp1176" 1050 19 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Una" -15.17194444 -39.06138889 "gm" 39 24.25 1819
"177" "amp1177" 1050 21 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Canavieiras" -15.61972222 -39.16111111 "gm" 29 24.13 1565
"178" "amp1178" 1050 19 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Belmonte" -15.97361111 -39.37361111 "gm" 172 23.44 1227
"179" "amp1179" 1050 23 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Itapebi" -15.92666667 -39.63583333 "gm" 247 23.3 1017
"180" "amp1180" 1050 39 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Porto Seguro" -16.32444444 -39.12083333 "gm" 67 23.95 1608
"181" "amp1181" 1050 13 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Santa Cruz de Cabrália" -16.28638889 -39.42388889 "gm" 142 23.74 1276
"182" "amp1182" 1050 34 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Guaratinga" -16.59916667 -39.91388889 "gm" 321 23.29 989
"183" "amp1183" 1050 22 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Porto Seguro" -16.5125 -39.30333333 "gm" 106 23.87 1427
"184" "amp1184" 1050 25 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Prado" -17.10666667 -39.33972222 "gm" 85 24.11 1304
"185" "amp1185" 1050 18 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Teixeira de Freitas" -17.29194444 -39.67305556 "gm" 126 24.09 1124
"186" "amp1186" 1050 20 "co" NA NA 1 2001 9 2002 20 "Brazil" "Bahia" "BR-BA" "Itamaraju" -17.16916667 -39.84166667 "gm" 213 23.84 1113
"187" "amp1187" 1051 20 "co" NA NA 10 2007 1 2008 3 "Brazil" "Bahia" "BR-BA" "São Desidério" -12.37194444 -44.88027778 "gm" 658 23.55 1126
"188" "amp1188" 1051 19 "co" NA NA 10 2007 1 2008 3 "Brazil" "Bahia" "BR-BA" "São Desidério" -13.17138889 -44.61527778 "gm" 579 23.98 972
"189" "amp1189" 1052 29 "co" NA NA 11 2006 1 2007 2 "Brazil" "Bahia" "BR-BA" "Miguel Calmon" -11.3925 -40.52777778 "gm" 1038 19.49 959
"190" "amp1190" 1053 28 "co" NA NA 10 2001 3 2005 41 "Brazil" "Goiás" "BR-GO" "Pontalina" -17.525 -49.44722222 "gms" 605 23.33 1570
"191" "amp1191" 1053 28 "co" NA NA 10 2001 3 2005 41 "Brazil" "Goiás" "BR-GO" "Quirinópolis" -18.44833333 -50.45166667 "gms" 520 23.37 1562
"192" "amp1192" 1053 22 "co" NA NA 10 2001 3 2005 41 "Brazil" "Goiás" "BR-GO" "Santa Rita do Novo Destino" -15.13527778 -49.12027778 "gms" 794 22.92 1512
"193" "amp1193" 1054 36 "co" NA NA 11 2007 3 2009 16 "Brazil" "Goiás" "BR-GO" "Rio Verde" -17.80166667 -51.08944444 "gms" 823 21.9 1665
"194" "amp1194" 1055 19 "co" NA NA 8 2003 10 2004 14 "Brazil" "Minas Gerais" "BR-MG" "Catas Altas" -20.10277778 -43.49888889 "gm" 1297 17.21 1579
"195" "amp1195" 1056 7 "co" NA NA 8 2007 7 2008 11 "Brazil" "Minas Gerais" "BR-MG" "Araponga" -20.71527778 -42.48611111 "gms" 1431 15.77 1488
"196" "amp1196" 1056 15 "co" NA NA 8 2007 7 2008 11 "Brazil" "Minas Gerais" "BR-MG" "Araponga" -20.72194444 -42.47861111 "gms" 1367 16.02 1469
"197" "amp1197" 1056 6 "co" NA NA 8 2007 7 2008 11 "Brazil" "Minas Gerais" "BR-MG" "Araponga" -20.73527778 -42.49111111 "gms" 1460 15.65 1490
"198" "amp1198" 1056 9 "co" NA NA 8 2007 7 2008 11 "Brazil" "Minas Gerais" "BR-MG" "Araponga" -20.73666667 -42.49361111 "gms" 1294 16.46 1442
"199" "amp1199" 1056 4 "co" NA NA 8 2007 7 2008 11 "Brazil" "Minas Gerais" "BR-MG" "Araponga" -20.73166667 -42.46361111 "gms" 1158 16.98 1406
"200" "amp1200" 1057 14 "co" NA NA 2 2015 6 2015 4 "Brazil" "Minas Gerais" "BR-MG" "Diamantina" -18.27777778 -43.53666667 "gm" 1118 19.05 1376
"201" "amp1201" 1057 15 "co" NA NA 4 2010 3 2011 11 "Brazil" "Minas Gerais" "BR-MG" "Diamantina" -18.19388889 -43.59055556 "gm" 1381 17.87 1443
"202" "amp1202" 1057 34 "co" NA NA 10 2010 5 2011 7 "Brazil" "Minas Gerais" "BR-MG" "Olhos-d'Água" -17.79305556 -43.74944444 "gm" 1180 19.15 1226
"203" "amp1203" 1057 44 "co" NA NA 9 2010 10 2011 13 "Brazil" "Minas Gerais" "BR-MG" "Santo Antônio do Itambé" -18.43083333 -43.33833333 "gm" 1246 18.06 1483
"204" "amp1204" 1058 33 "co" NA NA 4 2002 10 2004 30 "Brazil" "Minas Gerais" "BR-MG" "São Gonçalo do Rio Abaixo" -19.89361111 -43.38222222 "gm" 755 20.23 1448
"205" "amp1205" 1059 43 "co" NA NA 10 2001 9 2002 11 "Brazil" "Minas Gerais" "BR-MG" "Catas Altas" -20.095 -43.47305556 "gm" 1550 16 1645
"206" "amp1206" 1060 18 "co" NA NA 7 1980 6 1983 35 "Brazil" "Minas Gerais" "BR-MG" "Poços de Caldas" -21.90333333 -46.50027778 "gm" 1311 17.86 1697
"207" "amp1207" 1061 5 "ab" "pt" NA 11 2011 9 2012 10 "Brazil" "Minas Gerais" "BR-MG" "Caratinga" -19.74027778 -41.79138889 "gm" 399 21.81 1214
"208" "amp1208" 1061 5 "ab" "pt" NA 11 2011 9 2012 10 "Brazil" "Minas Gerais" "BR-MG" "Caratinga" -19.73111111 -41.82194444 "gm" 522 21.14 1223
"209" "amp1209" 1061 5 "ab" "pt" NA 11 2011 9 2012 10 "Brazil" "Minas Gerais" "BR-MG" "Caratinga" -19.70916667 -41.82444444 "gm" 456 21.58 1213
"210" "amp1210" 1061 5 "ab" "pt" NA 11 2011 9 2012 10 "Brazil" "Minas Gerais" "BR-MG" "Caratinga" -19.71916667 -41.82527778 "gm" 542 21.08 1228
"211" "amp1211" 1062 11 "co" NA "ae" 4 2007 12 2007 8 "Brazil" "Minas Gerais" "BR-MG" "Carrancas" -21.59277778 -44.58861111 "gms" 1505 17.02 1728
"212" "amp1212" 1063 40 "co" "pt" NA 8 2005 3 2008 31 "Brazil" "Minas Gerais" "BR-MG" "Ituiutaba" -18.93166667 -49.58138889 "gms" 551 23.07 1456
"213" "amp1213" 1064 35 "co" "pt" NA 9 2013 3 2015 18 "Brazil" "Minas Gerais" "BR-MG" "São Gonçalo do Rio Preto" -18.19472222 -43.2875 "gm" 1303 18.03 1434
"214" "amp1214" 1065 37 "co" NA NA NA NA NA NA NA "Brazil" "Minas Gerais" "BR-MG" "Lima Duarte" -21.70666667 -43.885 "gm" 1433 16.62 1641
"215" "amp1215" 1066 8 "ab" "pt" NA 1 2011 12 2011 11 "Brazil" "Minas Gerais" "BR-MG" "Alfenas" -21.38166667 -45.92694444 NA 831 20.1 1515
"216" "amp1216" 1067 15 "co" NA NA 9 2007 9 2008 12 "Brazil" "Minas Gerais" "BR-MG" "Viçosa" -20.80027778 -42.85861111 "gms" 777 19.16 1294
"217" "amp1217" 1067 12 "co" NA NA 9 2007 9 2008 12 "Brazil" "Minas Gerais" "BR-MG" "Viçosa" -20.80027778 -42.8625 "gms" 777 19.16 1294
"218" "amp1218" 1068 15 "co" NA NA 10 2004 10 2008 48 "Brazil" "Minas Gerais" "BR-MG" "Ouro Preto" -20.43111111 -43.48666667 "gms" 1590 15.9 1644
"219" "amp1219" 1069 14 "co" NA NA 8 1996 7 1997 11 "Brazil" "Minas Gerais" "BR-MG" "Santana do Riacho" -19.27972222 -43.59333333 "gms" 1093 19 1478
"220" "amp1220" 1070 26 "co" NA NA 11 1999 2 2000 3 "Brazil" "Minas Gerais" "BR-MG" "Santana do Riacho" -19.28 -43.54722222 "gm" 1224 18.23 1540
"221" "amp1221" 1071 43 "co" NA NA NA NA NA NA NA "Brazil" "Minas Gerais" "BR-MG" "Morro do Pilar" -19.25777778 -43.51444444 "gm" 1234 18.06 1593
"222" "amp1222" 1072 38 "co" NA NA NA 1982 NA 1997 NA "Brazil" "Minas Gerais" "BR-MG" "Marliéria" -19.70638889 -42.57583333 NA 272 22.88 1214
"223" "amp1223" 1073 39 "co" NA "ae,in" 2 2003 1 2005 23 "Brazil" "Minas Gerais" "BR-MG" "Almenara" -16.0275 -40.85361111 "gms" 501 22.48 818
"224" "amp1224" 1073 30 "co" NA "ae,in" 4 2003 6 2004 14 "Brazil" "Minas Gerais" "BR-MG" "Bandeira" -15.81777778 -40.52388889 "gms" 606 21.55 957
"225" "amp1225" 1073 28 "co" NA "ae,in" 2 2003 3 2004 13 "Brazil" "Minas Gerais" "BR-MG" "Salto da Divisa" -16.08527778 -40.03416667 "gms" 136 24.63 828
"226" "amp1226" 1073 36 "co" NA "ae,in" 10 2003 1 2005 15 "Brazil" "Minas Gerais" "BR-MG" "Santa Maria do Salto" -16.41 -40.05638889 "gms" 838 20.21 1013
"227" "amp1227" 1073 27 "co" NA "ae,in" 6 2003 12 2003 6 "Brazil" "Minas Gerais" "BR-MG" "Ladainha" -17.62527778 -41.96888889 "gms" 719 21.27 1044
"228" "amp1228" 1073 38 "co" NA "ae,in" 9 2004 12 2004 3 "Brazil" "Minas Gerais" "BR-MG" "Poté" -17.7525 -41.73777778 "gms" 477 22.56 1027
"229" "amp1229" 1074 20 "co" NA NA 11 2001 1 2002 2 "Brazil" "Minas Gerais" "BR-MG" "Rio Novo" -21.51083333 -43.16305556 "gms" 421 21.31 1333
"230" "amp1230" 1074 20 "co" NA NA 11 2001 1 2002 2 "Brazil" "Minas Gerais" "BR-MG" "Rio Novo" -21.52305556 -43.18361111 "gms" 410 21.35 1332
"231" "amp1231" 1075 26 "co" NA NA 12 2011 2 2014 26 "Brazil" "Minas Gerais" "BR-MG" "Alfenas" -21.425 -45.98416667 "gms" 804 20.22 1521
"232" "amp1232" 1076 24 "co" "pt" NA 8 2003 5 2005 21 "Brazil" "Minas Gerais" "BR-MG" "Monte Belo" -21.405 -46.25388889 "gm" 894 19.69 1530
"233" "amp1233" 1077 29 "co" "pt" "tp" 8 2003 5 2005 21 "Brazil" "Minas Gerais" "BR-MG" "Monte Belo" -21.405 -46.25388889 "gms" 894 19.69 1530
"234" "amp1234" 1078 17 "co" NA NA 10 2010 12 2010 2 "Brazil" "Minas Gerais" "BR-MG" "Descoberto" -21.36638889 -42.94972222 "gms" 1121 17.86 1528
"235" "amp1235" 1079 14 "co" NA NA 3 2002 3 2003 12 "Brazil" "Minas Gerais" "BR-MG" "Rio Acima" -20.125 -43.875 "gms" 877 20.2 1498
"236" "amp1236" 1080 22 "co" NA NA 9 2003 12 2004 15 "Brazil" "Minas Gerais" "BR-MG" "Catas Altas" -20.10861111 -43.49 "gms" 1294 17.25 1571
"237" "amp1237" 1081 14 "co" "pt" NA 9 2006 9 2007 12 "Brazil" "Minas Gerais" "BR-MG" "Nova Lima" -20.00111111 -43.87111111 NA 925 20.19 1517
"238" "amp1238" 1082 32 "co" "pt" NA 1 2008 1 2009 12 "Brazil" "Minas Gerais" "BR-MG" "Brumadinho" -20.12388889 -44.21833333 "gms" 791 20.82 1506
"239" "amp1239" 1083 15 "co" "pt" NA 1 2010 5 2011 16 "Brazil" "Minas Gerais" "BR-MG" "Ouro Branco" -20.49416667 -43.60555556 "gms" 1070 18.43 1451
"240" "amp1240" 1084 18 "ab" "ft" NA 10 2013 9 2014 11 "Brazil" "Minas Gerais" "BR-MG" "OuroPreto" -20.385 -43.54 "gms" 1222 17.52 1525
"241" "amp1241" 1084 10 "ab" "ft" NA 10 2013 9 2014 11 "Brazil" "Minas Gerais" "BR-MG" "OuroPreto" -20.38138889 -43.54777778 "gms" 1255 17.4 1531
"242" "amp1242" 1084 4 "ab" "ft" NA 10 2013 9 2014 11 "Brazil" "Minas Gerais" "BR-MG" "OuroPreto" -20.37861111 -43.54111111 "gms" 1270 17.33 1543
"243" "amp1243" 1085 18 "co" NA NA 1 2011 1 2012 12 "Brazil" "Minas Gerais" "BR-MG" "Mariana" -20.1256 -43.3892 "dd" 913 19.22 1456
"244" "amp1244" 1085 16 "co" NA NA 1 2011 1 2012 12 "Brazil" "Minas Gerais" "BR-MG" "Mariana" -20.1283 -43.3852 "dd" 913 19.22 1456
"245" "amp1245" 1085 18 "co" NA NA 1 2011 1 2012 12 "Brazil" "Minas Gerais" "BR-MG" "Mariana" -20.1617 -43.4322 "dd" 892 19.29 1434
"246" "amp1246" 1085 26 "co" NA NA 1 2011 1 2012 12 "Brazil" "Minas Gerais" "BR-MG" "Mariana" -20.1625 -43.4083 "dd" 881 19.34 1430
"247" "amp1247" 1086 9 "co" "pt" "tp" 9 2001 4 2003 19 "Brazil" "Minas Gerais" "BR-MG" "Poços de Caldas" -21.775 -46.55527778 "gms" 1327 17.85 1686
"248" "amp1248" 1086 18 "co" "pt" "tp" 9 2001 4 2003 19 "Brazil" "Minas Gerais" "BR-MG" "Poços de Caldas" -21.78333333 -46.53083333 "gms" 1444 17.17 1712
"249" "amp1249" 1086 20 "co" "pt" "tp" 9 2001 4 2003 19 "Brazil" "Minas Gerais" "BR-MG" "Poços de Caldas" -21.77916667 -46.51416667 "gms" 1470 17.03 1722
"250" "amp1250" 1086 18 "co" "pt" "tp" 9 2001 4 2003 19 "Brazil" "Minas Gerais" "BR-MG" "Poços de Caldas" -21.85361111 -46.5875 "gms" 1276 17.95 1674
"251" "amp1251" 1087 21 "co" NA "ae" 9 2009 8 2011 23 "Brazil" "Minas Gerais" "BR-MG" "Araponga" -20.62555556 -42.41111111 "gms" 1437 15.74 1484
"252" "amp1252" 1087 49 "co" "pt" "ae" 9 2009 8 2011 23 "Brazil" "Minas Gerais" "BR-MG" "Araponga e Fervedouro" -20.72222222 -42.48055556 "gms" 1367 16.02 1469
"253" "amp1253" 1087 34 "co" NA "ae" 9 2009 8 2011 23 "Brazil" "Minas Gerais" "BR-MG" "Ervália, Miradouro e Muriaé" -21.50833333 -42.68055556 "gms" 270 22.02 1275
"254" "amp1254" 1088 9 "co" NA NA 9 1989 1 1991 16 "Brazil" "Minas Gerais" "BR-MG" "Nova Lima" -20.01388889 -43.97166667 NA 1194 18.8 1607
"255" "amp1255" 1089 5 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -22.00482 -43.889028 "dd" 922 18.65 1404
"256" "amp1256" 1089 3 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -22.007549 -43.889365 "dd" 922 18.65 1404
"257" "amp1257" 1089 7 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -22.011556 -43.875861 "dd" 916 18.7 1401
"258" "amp1258" 1089 3 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -21.984167 -43.913361 "dd" 984 18.33 1442
"259" "amp1259" 1089 16 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -21.9857 -43.93825 "dd" 966 18.44 1435
"260" "amp1260" 1089 14 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -21.995676 -43.867088 "dd" 879 18.86 1381
"261" "amp1261" 1089 3 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -21.984056 -43.886876 "dd" 1086 17.85 1495
"262" "amp1262" 1089 10 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -21.970827 -43.89725 "dd" 1389 16.5 1663
"263" "amp1263" 1089 12 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Santa Bárbara do Monte Verde" -21.970734 -43.812352 "dd" 892 18.83 1380
"264" "amp1264" 1089 3 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -21.981861 -43.872444 "dd" 1087 17.88 1498
"265" "amp1265" 1089 7 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Santa Bárbara do Monte Verde" -21.964305 -43.800136 "dd" 1116 17.78 1521
"266" "amp1266" 1089 13 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -21.988778 -43.885611 "dd" 1086 17.85 1495
"267" "amp1267" 1089 10 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Rio Preto" -21.978352 -43.857985 "dd" 1089 17.92 1497
"268" "amp1268" 1090 18 "co" NA NA 5 1995 2 1997 21 "Brazil" "Minas Gerais" "BR-MG" "Camanducaia" -22.88666667 -46.04055556 "gm" 1901 12.47 1870
"269" "amp1269" 1091 9 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Barão de Monte Alto" -21.26527778 -42.25888889 "gms" 233 22.2 1304
"270" "amp1270" 1091 15 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Barão de Monte Alto" -21.27472222 -42.23472222 "gms" 350 21.52 1314
"271" "amp1271" 1091 10 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Barão de Monte Alto" -21.28805556 -42.24388889 "gms" 317 21.67 1319
"272" "amp1272" 1091 7 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Barão de Monte Alto" -21.30166667 -42.2525 "gms" 326 21.6 1315
"273" "amp1273" 1091 8 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Barão de Monte Alto" -21.29527778 -42.29611111 "gms" 283 21.93 1321
"274" "amp1274" 1091 8 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Barão de Monte Alto" -21.29583333 -42.31722222 "gms" 326 21.68 1328
"275" "amp1275" 1091 16 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Barão de Monte Alto" -21.32444444 -42.28694444 "gms" 354 21.52 1326
"276" "amp1276" 1091 14 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Barão de Monte Alto" -21.32222222 -42.27305556 "gms" 358 21.48 1319
"277" "amp1277" 1091 9 "co" NA NA 10 2013 3 2015 17 "Brazil" "Minas Gerais" "BR-MG" "Barão de Monte Alto" -21.33555556 -42.2575 "gms" 439 21.03 1331
"278" "amp1278" 1092 36 "co" NA "tp" 9 2009 8 2010 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Preto" -20.50166667 -43.96305556 "gms" 1010 19.34 1452
"279" "amp1279" 1093 8 "ab" "pt" NA 4 2007 5 2008 13 "Brazil" "Minas Gerais" "BR-MG" "Marliéria" -19.66690417 -42.51676472 "gms" 272 22.9 1209
"280" "amp1280" 1093 10 "ab" "pt" NA 4 2007 5 2008 13 "Brazil" "Minas Gerais" "BR-MG" "Marliéria" -19.6500875 -42.56677167 "gms" 293 22.84 1219
"281" "amp1281" 1093 7 "ab" "pt" NA 4 2007 5 2008 13 "Brazil" "Minas Gerais" "BR-MG" "Marliéria" -19.75004083 -42.48333861 "gms" 279 22.77 1202
"282" "amp1282" 1094 41 "co" NA NA 3 2005 9 2007 30 "Brazil" "Minas Gerais" "BR-MG" "Muriaré" -21.08166667 -42.35527778 NA 318 21.9 1336
"283" "amp1283" 1095 11 "co" "ft" NA 10 2001 9 2002 11 "Brazil" "Minas Gerais" "BR-MG" "Araponga" -20.7175 -42.48111111 "gm" 1367 16.02 1469
"284" "amp1284" 1096 30 "co" "pt" NA 9 2010 8 2011 11 "Brazil" "Minas Gerais" "BR-MG" "Simonésia" -20.07 -42.07611111 "gms" 1396 16.05 1466
"285" "amp1285" 1097 19 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Branco" -20.49972222 -43.62333333 "gms" 1116 18.23 1470
"286" "amp1286" 1097 5 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Branco" -20.495 -43.60333333 "gms" 1070 18.43 1451
"287" "amp1287" 1097 7 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Branco" -20.50861111 -43.61305556 "gms" 1107 18.25 1464
"288" "amp1288" 1097 20 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Branco" -20.47972222 -43.59305556 "gms" 1076 18.35 1460
"289" "amp1289" 1097 7 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Branco" -20.4475 -43.60722222 "gms" 1370 17.02 1548
"290" "amp1290" 1097 6 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Branco" -20.47361111 -43.65277778 "gms" 1301 17.45 1527
"291" "amp1291" 1097 5 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Branco" -20.43777778 -43.58916667 "gms" 1366 17.01 1545
"292" "amp1292" 1097 2 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Branco" -20.43833333 -43.58888889 "gms" 1366 17.01 1545
"293" "amp1293" 1097 3 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Preto" -20.44 -43.59277778 "gms" 1408 16.83 1560
"294" "amp1294" 1097 3 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Preto" -20.49055556 -43.59638889 "gms" 1051 18.51 1447
"295" "amp1295" 1097 9 "co" NA NA 7 2006 6 2007 11 "Brazil" "Minas Gerais" "BR-MG" "Ouro Branco" -20.51 -43.71972222 "gms" 991 19.2 1429
